housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,x,y
40.0,1791.0,359.0,679.0,322.0,2.1458,130300.0,4,-86354.782740351,-41388.709200436715
19.0,3377.0,669.0,2426.0,663.0,2.9783,82500.0,4,-79282.72842846406,-39239.76337608881
36.0,1320.0,255.0,720.0,232.0,2.6523,76300.0,4,-80164.245667809,-39227.403074386064
26.0,1762.0,418.0,855.0,308.0,1.6767,81300.0,4,-79305.91352451357,-41458.100254127756
13.0,5075.0,978.0,3033.0,838.0,3.0577,119000.0,4,-82819.73091550745,-40319.05459929444
1.0,2254.0,328.0,402.0,112.0,4.25,189200.0,4,-81937.93992047399,-40324.61492561735
23.0,505.0,124.0,163.0,129.0,1.3696,275000.0,4,-81061.87508964557,-40337.328188260086
14.0,5200.0,1119.0,3221.0,1102.0,2.6964,107000.0,4,-83703.35391904105,-40305.93851918029
34.0,1700.0,325.0,972.0,326.0,2.4485,95500.0,4,-84581.6251951876,-40304.03419144312
32.0,3487.0,740.0,1957.0,685.0,2.7209,88300.0,4,-83710.17259924559,-41414.47345722234
43.0,244.0,52.0,176.0,60.0,1.425,69400.0,4,-82841.27330342818,-42542.33045073878
39.0,45.0,8.0,22.0,9.0,1.7679,450000.0,4,-81083.45096150617,-42557.509757210035
36.0,60.0,12.0,51.0,14.0,3.625,67500.0,4,-84594.86961145946,-41407.56323453132
39.0,2617.0,659.0,2052.0,642.0,1.6952,65000.0,4,-86353.35005448059,-41387.97089671716
39.0,2360.0,607.0,2047.0,605.0,1.7054,58800.0,4,-85489.5156844828,-42516.52669799235
31.0,215.0,62.0,192.0,66.0,1.75,73800.0,4,-88134.47332164132,-42483.084414680954
49.0,2051.0,500.0,1525.0,467.0,1.59,80900.0,4,-88133.08353177161,-42490.72148744902
41.0,2764.0,639.0,2122.0,600.0,1.9643,74900.0,4,-89010.13590158187,-42480.348357371055
35.0,568.0,150.0,622.0,145.0,1.8167,79500.0,4,-89022.91781964747,-43588.00270424783
35.0,2074.0,477.0,1687.0,431.0,2.0885,73700.0,4,-89020.30792577809,-43582.96307889605
26.0,3819.0,955.0,3010.0,932.0,1.9206,81300.0,4,-86379.72252373489,-43618.80456318613
21.0,319.0,120.0,276.0,85.0,2.4792,60000.0,4,-87249.51974875956,-42491.16483695479
28.0,1153.0,420.0,1043.0,357.0,1.0801,75000.0,4,-88144.44948226732,-43595.141232997645
37.0,2014.0,505.0,1787.0,515.0,1.5515,54100.0,4,-87257.66288775983,-43605.5362025951
5.0,3655.0,696.0,2316.0,647.0,3.4703,129300.0,4,-89039.37330105802,-44700.681970505044
36.0,2647.0,604.0,2045.0,550.0,2.273,62900.0,4,-88152.8147473448,-44704.510915964376
22.0,4412.0,925.0,3116.0,817.0,2.6899,82100.0,4,-88163.37971824466,-45816.51309671579
33.0,1009.0,238.0,1027.0,246.0,2.5993,68000.0,4,-89931.91908653875,-45798.254635777324
39.0,512.0,132.0,443.0,127.0,1.2857,60000.0,4,-87274.70533401045,-44714.57209995389
2.0,5042.0,834.0,2784.0,787.0,4.6484,145900.0,4,-86411.58533317193,-46956.21343108406
11.0,4236.0,879.0,2410.0,850.0,2.3849,122000.0,4,-84653.0769411089,-46968.587165699806
29.0,1727.0,439.0,1063.0,386.0,1.8929,63600.0,4,-83770.04604326097,-46972.73343466967
13.0,3309.0,603.0,1796.0,555.0,3.8372,129300.0,4,-82862.47455511121,-44767.247561660595
17.0,4054.0,654.0,2034.0,667.0,4.6833,142200.0,4,-83746.13331015706,-44749.54859757144
23.0,3497.0,887.0,2467.0,816.0,1.9444,93400.0,4,-84629.58548527097,-44743.63006885629
16.0,1326.0,375.0,884.0,375.0,1.871,103900.0,4,-85512.98626908823,-44731.95907651959
35.0,1493.0,278.0,729.0,268.0,2.9821,97400.0,4,-83756.30384895169,-45864.01134076808
30.0,3257.0,574.0,1804.0,588.0,3.5331,102900.0,4,-82879.36571322373,-45871.5811003726
43.0,1561.0,354.0,862.0,332.0,1.8466,81500.0,4,-83769.67122730517,-46973.01367873652
16.0,3964.0,824.0,2622.0,766.0,2.3152,111300.0,4,-82890.28100746739,-46982.598506699316
19.0,1549.0,369.0,770.0,370.0,2.0493,99500.0,4,-82901.09032832911,-48099.56018385384
11.0,4981.0,814.0,1934.0,686.0,3.7041,174800.0,4,-83735.1245397549,-43643.67295413138
7.0,8489.0,1673.0,5807.0,1575.0,2.9451,127800.0,4,-85501.51374961811,-43627.31070711557
18.0,335.0,76.0,189.0,67.0,1.2273,87500.0,4,-47555.81412359701,-37253.82796443859
16.0,284.0,51.0,239.0,46.0,1.8958,137500.0,4,-56350.32121055029,-34982.63878235081
24.0,2282.0,423.0,1167.0,398.0,3.8214,116100.0,4,-66042.1294928988,-36017.92883109581
5.0,6660.0,1217.0,3012.0,1087.0,3.0809,143600.0,4,-75735.39630509951,-35934.73348563351
40.0,1010.0,155.0,488.0,157.0,3.8984,170500.0,4,-76662.99284064627,-41482.02881843923
20.0,3375.0,630.0,1505.0,598.0,2.69,201300.0,4,-72259.71277899196,-41529.93022578815
8.0,3294.0,667.0,2277.0,652.0,2.6417,96800.0,4,-67847.45918426114,-41561.46927466011
25.0,3214.0,682.0,2319.0,640.0,2.0385,84300.0,4,-66963.65378461438,-40457.4756677323
17.0,315.0,89.0,130.0,58.0,1.4464,79200.0,4,-40530.86400050104,-40628.90659699123
36.0,291.0,48.0,124.0,47.0,5.6945,154200.0,4,-52027.537309482315,-47237.20546059776
27.0,1170.0,227.0,660.0,222.0,2.3906,81800.0,4,-60845.48371527285,-47175.5240500262
30.0,816.0,159.0,531.0,147.0,3.2604,87900.0,4,-66996.14523224095,-44908.651308438275
30.0,918.0,154.0,469.0,139.0,3.9688,175000.0,4,-70520.8553941393,-44875.17803482106
35.0,1395.0,264.0,756.0,253.0,3.6181,178600.0,4,-67024.30840866185,-48244.87940080231
30.0,1527.0,256.0,757.0,240.0,3.6629,171400.0,4,-73195.20833224135,-48186.61484678928
27.0,819.0,157.0,451.0,150.0,3.4934,193800.0,4,-74974.27317511775,-49283.8748296462
22.0,1440.0,267.0,774.0,249.0,3.9821,204300.0,4,-77618.46248419733,-49265.9152993951
30.0,455.0,70.0,220.0,69.0,4.8958,142500.0,4,-76687.90788486673,-43711.46804430056
32.0,4579.0,914.0,2742.0,856.0,2.6619,86200.0,4,-76701.4157782973,-45930.42745267553
25.0,1178.0,206.0,709.0,214.0,4.5625,133600.0,4,-75826.73678136594,-45940.79918737942
33.0,1016.0,206.0,617.0,209.0,2.151,195800.0,4,-78475.33192436966,-47032.751943956595
12.0,4485.0,805.0,2445.0,832.0,3.7611,123100.0,4,-81116.37821507179,-45897.76868180046
26.0,1705.0,279.0,642.0,236.0,2.6591,180500.0,4,-81119.9145779731,-47006.84627895476
26.0,3396.0,705.0,2446.0,694.0,2.0521,65400.0,4,-80266.42622694353,-49231.68174916692
17.0,1812.0,361.0,672.0,334.0,1.55,166100.0,4,-82035.56375183362,-50327.054579095915
29.0,1179.0,249.0,672.0,243.0,3.1125,154800.0,4,-83787.28852254167,-49200.439428957645
27.0,925.0,176.0,449.0,168.0,2.6406,129700.0,4,-86438.13315034594,-49178.467678218614
36.0,1285.0,270.0,706.0,273.0,1.7169,121400.0,4,-89948.6446537045,-48023.39647062309
27.0,958.0,184.0,580.0,177.0,2.1875,82800.0,4,-91691.62597944483,-45788.21096379077
32.0,1717.0,325.0,1356.0,307.0,2.6705,91900.0,4,-96147.61711171243,-50178.21975212172
32.0,946.0,198.0,624.0,173.0,1.9728,97900.0,4,-90870.07382986406,-51346.785493742675
33.0,613.0,123.0,343.0,116.0,3.1875,129200.0,4,-91813.31929368046,-56894.32934652455
5.0,4109.0,820.0,3062.0,713.0,3.2396,125200.0,4,-98905.51598405771,-59041.572192694526
38.0,2427.0,450.0,1272.0,474.0,2.8833,115200.0,4,-100680.04428511718,-60133.61007779138
6.0,1772.0,332.0,1011.0,331.0,3.7045,128100.0,4,-100666.51388007886,-59024.5299459761
37.0,1995.0,448.0,1559.0,443.0,2.1833,92700.0,4,-99794.90551086768,-60140.65147795249
12.0,2263.0,410.0,913.0,330.0,3.5795,145600.0,4,-98031.50460214548,-60165.956706228666
4.0,2919.0,503.0,1592.0,491.0,5.2452,161900.0,4,-100696.28083421498,-61246.0518083591
30.0,2110.0,406.0,1301.0,345.0,2.3173,86500.0,4,-105799.1539700474,-45615.82619586727
31.0,1223.0,330.0,1067.0,245.0,2.8558,100000.0,4,-112026.9439755308,-49981.415770949796
33.0,69.0,28.0,47.0,14.0,0.536,112500.0,4,-115738.70478786508,-63276.51482306933
34.0,294.0,49.0,147.0,47.0,3.0,162500.0,4,-106817.81632130264,-56723.1900555687
37.0,1358.0,231.0,586.0,214.0,3.1645,170800.0,4,-100615.15924511955,-54575.02565107774
33.0,1401.0,299.0,915.0,282.0,3.4464,162500.0,4,-93639.83238450458,-62432.33440630976
52.0,504.0,96.0,295.0,97.0,3.5,73500.0,4,-93680.2477996458,-65775.91305033071
42.0,412.0,75.0,227.0,75.0,2.5,74200.0,4,-98082.9886031269,-64614.681638463866
36.0,48.0,12.0,27.0,8.0,4.0,75000.0,4,-114137.20382720802,-75521.97198642697
40.0,524.0,112.0,329.0,96.0,1.7188,112500.0,4,-96444.34426132296,-75744.55415698467
41.0,1045.0,233.0,632.0,230.0,2.3583,95000.0,4,-89320.22504373404,-71379.57230866374
17.0,1926.0,410.0,1054.0,321.0,1.6214,71500.0,4,-89367.21448012684,-75822.63615578273
27.0,1333.0,230.0,730.0,229.0,3.06,106000.0,4,-91133.71662142767,-75806.33121187985
42.0,2905.0,561.0,1457.0,551.0,2.2566,82100.0,4,-91145.44839978204,-76917.74168350222
6.0,2657.0,486.0,1409.0,392.0,3.3824,115500.0,4,-92060.64584426906,-79130.44495145371
14.0,3643.0,706.0,2070.0,697.0,3.1523,141800.0,4,-74125.50532918145,-53738.52032376686
18.0,2829.0,732.0,1751.0,712.0,1.6445,156900.0,4,-75890.7444390502,-53723.757350221276
18.0,239.0,39.0,92.0,36.0,5.3168,175000.0,4,-77661.09170141109,-53704.078098097816
45.0,350.0,62.0,187.0,63.0,2.5938,275000.0,4,-74987.46160174056,-51508.63605252514
30.0,509.0,115.0,275.0,115.0,2.2679,250000.0,4,-78529.62187742845,-52582.10642425204
42.0,1200.0,221.0,647.0,192.0,2.5402,157500.0,4,-78548.89029149408,-54814.543971373234
29.0,1468.0,245.0,747.0,231.0,3.4643,125000.0,4,-84705.74227391818,-52532.526209652424
30.0,1288.0,237.0,720.0,233.0,2.3864,139100.0,4,-84740.95832109496,-55860.26400796557
32.0,1256.0,212.0,682.0,236.0,2.9844,135900.0,4,-84777.94555827607,-59191.05350760184
18.0,1802.0,335.0,1110.0,329.0,3.1641,96300.0,4,-70583.52092478715,-51543.80940602813
20.0,1417.0,263.0,853.0,263.0,3.3083,108300.0,4,-69711.81157339658,-53773.857621684205
29.0,1162.0,254.0,726.0,225.0,2.1932,90600.0,4,-70599.5267461853,-53774.793700066395
15.0,570.0,123.0,189.0,107.0,1.875,181300.0,4,-71482.62634795703,-53766.15374781517
20.0,707.0,114.0,282.0,86.0,6.1324,164800.0,4,-72358.03915858691,-52643.1088432027
13.0,2920.0,481.0,1602.0,490.0,3.9286,145800.0,4,-70612.20524058994,-54880.488837784156
17.0,729.0,134.0,431.0,121.0,4.2188,131300.0,4,-63527.96695589518,-52713.90232319664
44.0,1186.0,225.0,687.0,234.0,3.4167,160700.0,4,-69749.12047110651,-58228.701044331305
11.0,2285.0,499.0,1468.0,471.0,2.7857,110300.0,4,-74189.06187966475,-60410.06754434481
27.0,1118.0,195.0,647.0,209.0,2.9135,159400.0,4,-78595.55086868847,-59256.55889571179
29.0,1940.0,337.0,1070.0,332.0,3.6597,145600.0,4,-78619.94256822186,-62590.30150240194
2.0,1871.0,409.0,707.0,256.0,2.6103,133600.0,4,-77665.53476186829,-54821.34402830247
7.0,4966.0,985.0,2431.0,904.0,3.1042,122500.0,4,-76808.93796583723,-57046.59414291894
34.0,4272.0,996.0,2916.0,962.0,1.9829,82800.0,4,-75921.19413338168,-57055.56833710149
39.0,2840.0,733.0,2606.0,737.0,1.9429,76400.0,4,-75054.12227569523,-58176.877409039065
37.0,1084.0,271.0,893.0,236.0,1.6213,69500.0,4,-75934.18897453912,-58168.88625775883
22.0,2140.0,445.0,1441.0,409.0,2.4706,89400.0,4,-75936.1070105447,-58168.19878518768
42.0,264.0,72.0,310.0,70.0,1.4063,61500.0,4,-75050.85408748956,-58180.514242741745
10.0,2874.0,612.0,1960.0,596.0,2.7381,104600.0,4,-74180.11440356428,-59292.03909791028
9.0,9885.0,1871.0,5372.0,1843.0,3.4821,127100.0,4,-75904.66837606934,-54839.00935233757
5.0,2899.0,745.0,1593.0,633.0,2.2292,127500.0,4,-75027.48149452465,-55958.87922296347
15.0,1131.0,285.0,728.0,281.0,1.5531,93100.0,4,-75033.72643782753,-55950.15958758304
47.0,2310.0,484.0,1126.0,447.0,2.2083,97300.0,4,-74156.53876359976,-57069.36156207463
52.0,1724.0,352.0,922.0,348.0,1.7227,85700.0,4,-75041.02994480018,-57065.993016876746
25.0,2383.0,576.0,1234.0,583.0,1.4529,86100.0,4,-74163.90310588297,-58182.07646338921
25.0,1611.0,285.0,882.0,261.0,3.5547,122400.0,4,-72397.98245582246,-58195.76433329657
17.0,1664.0,253.0,736.0,254.0,4.4083,165800.0,4,-72386.80292154312,-55980.02379455045
34.0,3078.0,477.0,1226.0,487.0,4.601,150000.0,4,-73264.6197599417,-55974.658807821106
21.0,2974.0,495.0,1313.0,461.0,4.4886,135400.0,4,-72392.48601401968,-57087.1200842578
30.0,1340.0,244.0,631.0,231.0,3.375,118500.0,4,-73272.45106554194,-57081.435968288686
8.0,1191.0,242.0,688.0,260.0,2.7243,138400.0,4,-74146.34916543498,-55957.66490717279
14.0,6337.0,1593.0,3909.0,1480.0,2.0643,106500.0,4,-74151.5578830083,-55958.72761041252
6.0,1488.0,252.0,773.0,259.0,4.1859,150000.0,4,-73253.63575741758,-54860.12198691908
16.0,4527.0,887.0,2531.0,825.0,3.7065,124800.0,4,-74140.41776397647,-54849.82535952609
20.0,1901.0,313.0,1258.0,320.0,3.8958,126800.0,4,-74145.22605602987,-55961.00911925733
13.0,3795.0,604.0,1639.0,609.0,4.6635,198400.0,4,-73262.1191052363,-55969.31800691178
7.0,4480.0,776.0,2271.0,767.0,3.809,110700.0,4,-139864.45592831538,128320.41236020578
7.0,1879.0,444.0,1065.0,410.0,2.4183,103800.0,4,-140719.83660893294,128336.27613386652
27.0,336.0,60.0,195.0,68.0,5.3946,71800.0,4,-140742.91822593854,127217.21591946809
16.0,2037.0,464.0,1267.0,451.0,2.4556,97100.0,4,-139858.2656014767,128321.25611118274
16.0,1547.0,418.0,940.0,400.0,1.5613,72500.0,4,-140740.72028389084,127219.37444988452
27.0,2991.0,637.0,1419.0,606.0,1.8849,73500.0,4,-140745.62604503892,127215.27360578347
36.0,2321.0,455.0,1168.0,489.0,3.0962,74000.0,4,-139876.42673570267,127205.25220382679
23.0,1984.0,528.0,1043.0,452.0,1.9375,65300.0,4,-139877.073000564,127203.9953755117
39.0,1874.0,411.0,822.0,377.0,2.5038,68300.0,4,-140758.73537283027,126110.45093700057
41.0,2183.0,559.0,1202.0,506.0,1.6902,61500.0,4,-139900.42500176138,126092.1964460644
44.0,2035.0,476.0,1030.0,453.0,1.4661,65200.0,4,-139033.80606754703,126085.04156670533
41.0,1317.0,309.0,856.0,337.0,1.6719,64100.0,4,-139915.5992115202,124986.7413774752
26.0,2355.0,531.0,1047.0,497.0,1.8208,79500.0,4,-140780.24057768608,124996.51555337338
41.0,1147.0,243.0,583.0,239.0,2.2431,63400.0,4,-139920.55533859582,124980.39336150186
21.0,1432.0,328.0,933.0,336.0,1.6823,83800.0,4,-139049.98666138758,124964.18746973667
34.0,1991.0,348.0,804.0,344.0,3.4492,98800.0,4,-140802.40443560827,123888.05855795229
35.0,2787.0,587.0,1431.0,601.0,2.5469,65900.0,4,-139938.23578020785,123867.69429574348
33.0,2559.0,539.0,1583.0,504.0,1.4727,53000.0,4,-139056.77126375612,124965.10870981868
21.0,1299.0,338.0,1494.0,311.0,1.3348,225000.0,4,-138205.8375550249,123843.53359501297
26.0,1405.0,204.0,627.0,215.0,4.2188,94200.0,4,-139937.71438079592,123870.66980712255
32.0,2574.0,425.0,1099.0,391.0,4.3864,117500.0,4,-140796.81980811674,123892.01216127584
5.0,2320.0,502.0,1245.0,489.0,3.2465,97200.0,4,-139955.3716769068,122761.37881119968
22.0,3585.0,548.0,1757.0,577.0,4.174,100100.0,4,-140840.27309702185,121664.84337339364
11.0,3519.0,577.0,1459.0,549.0,4.2792,123800.0,4,-139955.94160405215,122756.65506000025
21.0,2693.0,481.0,1337.0,435.0,3.8534,99700.0,4,-139995.54255905567,120536.57237456366
17.0,1969.0,297.0,717.0,268.0,3.4698,179700.0,4,-145095.1460287757,125069.28153558448
11.0,4833.0,944.0,2336.0,841.0,2.6842,89100.0,4,-142509.67381263792,125026.2700306992
19.0,1366.0,220.0,596.0,203.0,4.0625,141700.0,4,-145142.0298420779,122853.43115864089
13.0,6408.0,1087.0,3294.0,1106.0,4.2656,110700.0,4,-141660.63351168894,123899.48769477801
18.0,3212.0,542.0,1817.0,508.0,3.3793,92900.0,4,-141682.14456661546,122788.37417945126
27.0,2098.0,372.0,1090.0,333.0,4.45,96200.0,4,-143452.98215063053,120603.41196345305
26.0,2121.0,375.0,1125.0,366.0,3.3958,94600.0,4,-144136.62885145855,130618.09966839012
14.0,2774.0,451.0,1292.0,428.0,4.3833,115200.0,4,-145063.5746097902,127291.40502770618
22.0,2264.0,390.0,1056.0,403.0,3.6111,112300.0,4,-144215.23076068982,126171.3980866475
13.0,1907.0,347.0,821.0,367.0,2.0978,134000.0,4,-140684.52268335034,130551.17271138215
22.0,2144.0,376.0,1200.0,370.0,3.4426,102400.0,4,-143332.72832034432,127260.98243211582
16.0,5022.0,1103.0,2087.0,956.0,2.3963,114800.0,4,-142448.1987645376,128360.7605117471
15.0,2659.0,396.0,1159.0,407.0,5.234,124900.0,4,-141608.240071949,127237.21409978904
37.0,1871.0,321.0,806.0,294.0,4.0,101400.0,4,-147448.58518616104,138452.92963553173
29.0,1860.0,400.0,1137.0,365.0,1.5281,61600.0,4,-144784.98853804436,142856.85089308908
25.0,2857.0,662.0,2076.0,685.0,1.8095,64100.0,4,-141353.18645741363,141676.08995038364
37.0,1189.0,248.0,627.0,219.0,3.8611,100000.0,4,-141474.34527428378,135015.65970636904
29.0,3041.0,683.0,2106.0,687.0,1.6315,58000.0,4,-143981.35371242516,139501.2266264418
25.0,3819.0,702.0,1983.0,658.0,2.4464,72500.0,4,-157837.29464031637,136420.89976228354
20.0,2302.0,412.0,1205.0,399.0,2.8,71200.0,4,-150239.24918891588,127386.6861923933
42.0,1282.0,198.0,451.0,159.0,3.2917,97900.0,4,-158120.8419041436,121984.42872055527
45.0,845.0,155.0,343.0,136.0,2.125,62000.0,4,-164938.69347676993,126560.02164209308
48.0,540.0,110.0,234.0,74.0,3.6111,67500.0,4,-152401.77946937174,104087.57055332838
46.0,645.0,131.0,410.0,122.0,1.7417,110400.0,4,-144784.652945989,93946.42892114725
38.0,412.0,93.0,304.0,95.0,2.6597,86000.0,4,-146475.29604377408,96199.65669547534
36.0,1826.0,329.0,1068.0,318.0,1.9797,118800.0,4,-140241.22217407008,106089.14869700465
26.0,2668.0,510.0,1437.0,505.0,3.3125,100000.0,4,-146944.73549734594,118433.82888816157
34.0,2129.0,350.0,969.0,314.0,2.7039,106300.0,4,-127276.13485702047,104763.85595480585
32.0,1650.0,313.0,802.0,284.0,2.9048,98200.0,4,-131695.3384714286,99284.94149927935
25.0,778.0,135.0,340.0,155.0,1.7857,258300.0,4,-137055.68834664658,89367.18699113885
29.0,1716.0,323.0,850.0,282.0,2.9324,137500.0,4,-131021.99379542956,87043.87490570964
26.0,633.0,129.0,305.0,140.0,2.1827,72700.0,4,-179108.24621838602,227994.96654569078
19.0,2611.0,503.0,1185.0,483.0,2.3657,94000.0,4,-177303.034847269,232395.57919183932
34.0,1950.0,407.0,1029.0,376.0,2.5197,82300.0,4,-180584.75157160763,238028.63774456643
28.0,1782.0,334.0,873.0,311.0,3.3594,79100.0,4,-184694.81454719757,244791.0427773716
26.0,4815.0,910.0,1341.0,539.0,2.881,79800.0,4,-152907.99730994963,259671.06490013935
14.0,388.0,108.0,35.0,17.0,6.1359,106300.0,4,-151673.0004755169,235217.10004811175
16.0,1978.0,375.0,961.0,333.0,2.6827,83900.0,4,-205622.8096638303,258625.22977932356
12.0,3848.0,689.0,2008.0,683.0,2.6352,92200.0,4,-198831.48344638027,258455.15148182027
10.0,2336.0,426.0,1003.0,368.0,3.0833,81300.0,4,-189487.9624714776,258235.87455973495
16.0,2077.0,388.0,1155.0,389.0,3.1361,84800.0,4,-202868.757730564,233000.23760153353
15.0,3873.0,810.0,1697.0,627.0,2.4555,55600.0,4,-219629.48129472136,212329.17360097636
16.0,396.0,78.0,188.0,72.0,1.3889,87500.0,4,-231591.505954446,242662.82536090259
15.0,2102.0,358.0,957.0,371.0,3.1908,137900.0,4,-187088.23083336698,251508.91922458634
16.0,2722.0,511.0,1366.0,495.0,2.8447,87700.0,4,-202563.45062685065,245216.38093804475
10.0,1621.0,318.0,866.0,283.0,3.5,104300.0,4,-199871.06964572618,250706.40034682397
35.0,2467.0,469.0,1194.0,444.0,2.0425,63700.0,4,-192380.75084706518,243858.9550677752
29.0,1912.0,336.0,859.0,325.0,3.7,70500.0,4,-190673.0331778388,243821.31619237363
17.0,762.0,138.0,322.0,139.0,4.2917,128800.0,4,-189800.10867196665,244903.06018617656
39.0,2191.0,493.0,1307.0,499.0,1.6483,60800.0,4,-190698.5202386218,242708.97858974617
51.0,2378.0,584.0,1083.0,494.0,1.577,51900.0,4,-190727.1991598912,241591.99785718322
47.0,1554.0,308.0,846.0,301.0,1.8077,54100.0,4,-191582.5356854666,241615.9773055222
13.0,3719.0,803.0,1754.0,764.0,2.3517,88900.0,4,-189002.2139180287,242662.12958909292
19.0,3404.0,731.0,1421.0,683.0,2.6149,84400.0,4,-188093.5225861369,244867.43667050637
30.0,2750.0,476.0,1296.0,464.0,3.5305,73600.0,4,-186393.13155782022,244827.23343526572
30.0,744.0,156.0,410.0,165.0,2.1898,63200.0,4,-188144.44679472904,242647.458802104
19.0,3182.0,630.0,1741.0,642.0,1.9727,64900.0,4,-191578.7918847475,241612.57358269952
19.0,2500.0,509.0,1293.0,494.0,2.035,55100.0,4,-190754.8181655962,240481.3311917903
21.0,1401.0,331.0,651.0,299.0,2.225,64700.0,4,-189879.2312877371,241578.96947679576
14.0,2297.0,573.0,1637.0,551.0,1.787,51600.0,4,-189932.07470243858,239349.59348894656
15.0,1677.0,346.0,858.0,327.0,2.4375,59200.0,4,-191633.36515668046,239390.5046479227
24.0,1631.0,340.0,1042.0,333.0,1.7708,59000.0,4,-184919.04100662432,234796.79146236647
21.0,1548.0,290.0,744.0,265.0,1.9773,55000.0,4,-186727.0471258958,230390.69641350117
30.0,1952.0,397.0,961.0,333.0,2.25,68200.0,4,-186000.3631209306,224824.1595893735
31.0,2053.0,465.0,1193.0,447.0,1.4923,44400.0,4,-182463.33112922238,230293.46625276282
21.0,916.0,194.0,451.0,178.0,2.125,63300.0,4,-181765.2058563003,223606.0345101189
32.0,1435.0,277.0,690.0,254.0,2.3043,68400.0,4,-175763.44976415337,224593.9472224135
27.0,852.0,176.0,464.0,148.0,1.7125,58200.0,4,-170833.27413048493,215596.67178313807
27.0,1065.0,214.0,508.0,198.0,2.625,91700.0,4,-180529.4473981624,202466.80934119876
16.0,4006.0,797.0,2028.0,752.0,2.3929,77200.0,4,-181157.86923719945,212489.53853708878
16.0,1566.0,306.0,652.0,287.0,1.9038,60800.0,4,-185403.6742579632,213688.34370480757
32.0,2352.0,477.0,1316.0,447.0,2.2292,57400.0,4,-185351.1180100008,215911.8899068525
27.0,1079.0,222.0,625.0,197.0,3.1319,62700.0,4,-182716.89089989164,219190.4995947266
21.0,2087.0,382.0,888.0,361.0,2.207,86400.0,4,-190454.26554798978,217146.66166978423
9.0,1296.0,287.0,768.0,260.0,1.9191,54400.0,4,-187940.9002222304,214863.33182630036
21.0,1730.0,350.0,982.0,322.0,1.8375,79800.0,4,-190683.15073192897,207145.2211329192
20.0,2563.0,658.0,1363.0,611.0,1.023,54200.0,4,-187108.95975220346,213737.51802971028
35.0,1387.0,272.0,610.0,237.0,2.1759,59500.0,4,-186228.78273491858,214824.2322287904
39.0,2467.0,529.0,1433.0,502.0,1.8571,53500.0,4,-187140.56079925157,212624.76646902598
32.0,817.0,206.0,224.0,89.0,3.631,90400.0,4,-225106.6641323055,351332.2812049985
16.0,2050.0,471.0,588.0,195.0,2.7083,88900.0,4,-236749.48087829936,327238.015356238
29.0,1637.0,297.0,753.0,270.0,3.2891,93100.0,4,-249939.47629931633,309875.8340790365
20.0,3758.0,798.0,1685.0,757.0,2.3667,91200.0,4,-247366.92356545522,310906.9881188702
14.0,712.0,131.0,270.0,90.0,2.3958,102100.0,4,-244062.90388274883,308584.4154679477
17.0,3851.0,818.0,1352.0,560.0,2.125,71700.0,4,-235654.70131823182,307212.38684201334
12.0,1350.0,300.0,423.0,172.0,1.7393,81300.0,4,-242197.08517537743,286305.8204352213
17.0,1498.0,331.0,574.0,242.0,2.0268,94200.0,4,-249438.77345274278,298745.5241609309
26.0,2231.0,421.0,987.0,364.0,2.4792,88800.0,4,-249295.93269512276,303190.3780558724
23.0,141.0,59.0,47.0,23.0,1.125,66000.0,4,-281987.8922100959,335377.74443447124
20.0,2680.0,599.0,918.0,345.0,2.2115,75000.0,4,-297589.2132849594,323725.37881361134
15.0,619.0,160.0,287.0,104.0,1.9107,79200.0,4,-293747.0236695701,313577.3012327431
25.0,767.0,206.0,301.0,121.0,1.625,79200.0,4,-276947.58596695605,310757.8978365464
18.0,1650.0,377.0,675.0,282.0,1.8933,84700.0,4,-263993.1390824599,319205.8516144594
17.0,769.0,205.0,301.0,126.0,1.7875,55000.0,4,-288557.80944493605,293394.62396968063
23.0,708.0,202.0,316.0,136.0,1.1602,65000.0,4,-263220.1296965534,291414.2301055519
18.0,1451.0,278.0,695.0,254.0,1.7262,73700.0,4,-269212.61065513233,289393.96803191584
27.0,1573.0,361.0,847.0,330.0,1.9034,49600.0,4,-272746.44475543045,285066.25863530487
23.0,1091.0,217.0,539.0,201.0,1.8696,61500.0,4,-264279.4411377977,284785.20902371313
16.0,241.0,84.0,152.0,61.0,1.375,48800.0,4,-272018.3374622409,281702.6729508545
15.0,661.0,146.0,131.0,57.0,0.4999,56700.0,4,-281640.3184859019,273152.2733839359
10.0,365.0,102.0,140.0,49.0,1.7969,37500.0,4,-261396.3418372951,269133.78265284095
36.0,98.0,28.0,18.0,8.0,0.536,14999.0,4,-269372.07446006243,259393.67286614515
27.0,1848.0,449.0,396.0,150.0,2.8472,41300.0,4,-274183.94612860377,242886.45128227118
19.0,518.0,108.0,216.0,80.0,2.7083,64500.0,4,-295577.19941577245,263653.68169702403
20.0,133.0,35.0,87.0,37.0,3.625,67500.0,4,-291817.7426416325,250176.72913328838
17.0,449.0,151.0,141.0,53.0,0.8362,87500.0,4,-290716.883378341,233465.88993973006
18.0,1302.0,424.0,320.0,133.0,3.1964,80000.0,4,92836.80743545914,-150264.84734214703
30.0,2747.0,515.0,1368.0,453.0,2.9828,85200.0,4,78678.1872378806,-163746.0474786614
24.0,1268.0,269.0,636.0,183.0,1.742,118800.0,4,93045.39138255845,-169154.41087790392
